Date,"Article[Sentiment,Magnitude]"
11/20/15,"[[-0.30000001192092896, 10.0], [0.0, 15.399999618530273], [0.10000000149011612, 9.300000190734863], [-0.10000000149011612, 5.900000095367432], [-0.20000000298023224, 2.299999952316284], [0.4000000059604645, 3.4000000953674316], [0.0, 8.399999618530273], [-0.10000000149011612, 10.199999809265137], [-0.10000000149011612, 7.199999809265137], [0.0, 7.800000190734863]]"
11/21/15,"[[0.0, 16.0], [0.0, 2.5], [-0.30000001192092896, 3.0999999046325684], [0.0, 7.800000190734863], [0.30000001192092896, 5.199999809265137], [-0.6000000238418579, 3.799999952316284], [0.0, 2.200000047683716], [0.10000000149011612, 5.699999809265137], [0.10000000149011612, 4.800000190734863], [0.4000000059604645, 0.8999999761581421]]"
11/22/15,"[[0.0, 8.600000381469727], [0.10000000149011612, 2.299999952316284], [0.10000000149011612, 9.899999618530273], [0.0, 2.0999999046325684], [0.0, 37.099998474121094], [0.10000000149011612, 5.099999904632568], [0.0, 9.699999809265137], [0.20000000298023224, 1.2999999523162842], [0.10000000149011612, 4.300000190734863], [0.10000000149011612, 7.599999904632568]]"
11/23/15,"[[-0.20000000298023224, 16.399999618530273], [0.10000000149011612, 8.0], [0.20000000298023224, 5.0], [-0.30000001192092896, 2.799999952316284], [0.0, 0.800000011920929], [-0.10000000149011612, 2.299999952316284], [-0.699999988079071, 10.800000190734863], [-0.20000000298023224, 11.699999809265137], [0.10000000149011612, 2.0999999046325684], [-0.10000000149011612, 10.600000381469727]]"
11/24/15,"[[0.10000000149011612, 2.5999999046325684], [0.0, 4.699999809265137], [0.0, 5.300000190734863], [0.0, 3.299999952316284], [0.10000000149011612, 4.0], [0.20000000298023224, 5.699999809265137], [0.20000000298023224, 23.200000762939453], [0.0, 13.800000190734863], [0.10000000149011612, 12.800000190734863], [0.20000000298023224, 4.5]]"
11/25/15,"[[0.0, 7.199999809265137], [-0.10000000149011612, 24.5], [-0.5, 8.800000190734863], [-0.10000000149011612, 13.100000381469727], [0.10000000149011612, 7.0], [0.10000000149011612, 3.5], [-0.10000000149011612, 3.4000000953674316], [0.0, 4.300000190734863], [0.6000000238418579, 0.6000000238418579], [0.0, 3.799999952316284]]"
11/26/15,"[[-0.10000000149011612, 5.199999809265137], [0.0, 3.5999999046325684], [0.0, 3.299999952316284], [0.0, 2.299999952316284], [0.0, 6.300000190734863], [0.0, 7.900000095367432], [-0.10000000149011612, 2.4000000953674316], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 7.0], [0.20000000298023224, 0.800000011920929]]"
11/27/15,"[[0.4000000059604645, 0.8999999761581421], [0.0, 6.199999809265137], [0.10000000149011612, 8.600000381469727], [0.0, 7.800000190734863], [0.0, 2.799999952316284], [0.0, 3.9000000953674316], [0.10000000149011612, 8.5], [0.0, 6.400000095367432], [0.0, 4.699999809265137], [-0.10000000149011612, 0.30000001192092896]]"
11/28/15,"[[0.0, 2.0999999046325684], [0.20000000298023224, 1.399999976158142], [0.4000000059604645, 35.599998474121094], [-0.10000000149011612, 6.199999809265137], [0.20000000298023224, 2.700000047683716], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 36.79999923706055], [-0.10000000149011612, 5.900000095367432], [0.20000000298023224, 12.399999618530273], [-0.20000000298023224, 5.400000095367432]]"
11/29/15,"[[-0.20000000298023224, 1.899999976158142], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 9.699999809265137], [0.10000000149011612, 6.400000095367432], [0.10000000149011612, 8.100000381469727], [0.0, 12.699999809265137], [0.4000000059604645, 7.800000190734863], [0.10000000149011612, 14.100000381469727], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 0.800000011920929]]"
11/30/15,"[[-0.30000001192092896, 10.399999618530273], [0.0, 1.399999976158142], [0.0, 3.9000000953674316], [-0.10000000149011612, 4.199999809265137], [-0.10000000149011612, 2.5999999046325684], [-0.10000000149011612, 6.5], [0.20000000298023224, 4.599999904632568], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 7.599999904632568], [0.0, 2.299999952316284]]"
12/1/15,"[[-0.30000001192092896, 8.399999618530273], [0.30000001192092896, 20.899999618530273], [0.0, 2.700000047683716], [0.20000000298023224, 4.900000095367432], [0.0, 9.899999618530273], [-0.20000000298023224, 2.4000000953674316], [-0.20000000298023224, 2.799999952316284], [0.10000000149011612, 3.9000000953674316], [0.0, 9.699999809265137], [0.20000000298023224, 0.800000011920929]]"
12/2/15,"[[-0.6000000238418579, 1.899999976158142], [0.0, 3.299999952316284], [0.10000000149011612, 8.899999618530273], [0.0, 2.799999952316284], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 2.0], [-0.20000000298023224, 2.0], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 16.600000381469727]]"
12/3/15,"[[0.0, 3.0], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 5.099999904632568], [-0.30000001192092896, 12.199999809265137], [0.0, 7.800000190734863], [0.0, 3.4000000953674316], [0.0, 2.4000000953674316], [0.20000000298023224, 18.0], [-0.10000000149011612, 5.400000095367432]]"
12/4/15,"[[0.30000001192092896, 3.9000000953674316], [-0.10000000149011612, 8.300000190734863], [0.0, 4.0], [0.0, 2.9000000953674316], [-0.6000000238418579, 5.800000190734863], [0.0, 15.899999618530273], [0.0, 6.0], [0.0, 3.200000047683716], [0.0, 10.600000381469727], [0.0, 3.200000047683716]]"
12/5/15,"[[0.0, 1.899999976158142], [0.4000000059604645, 0.8999999761581421], [0.0, 8.899999618530273], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 6.0], [-0.10000000149011612, 5.199999809265137], [0.20000000298023224, 1.7999999523162842], [-0.10000000149011612, 2.5], [0.0, 3.799999952316284]]"
12/6/15,"[[-0.10000000149011612, 1.5], [-0.4000000059604645, 5.0], [-0.10000000149011612, 6.900000095367432], [-0.10000000149011612, 9.600000381469727], [0.20000000298023224, 3.5], [-0.10000000149011612, 1.7999999523162842], [0.30000001192092896, 8.800000190734863], [-0.10000000149011612, 6.599999904632568], [0.30000001192092896, 1.7999999523162842], [0.0, 3.0]]"
12/7/15,"[[-0.4000000059604645, 3.5], [0.0, 1.0], [0.10000000149011612, 14.800000190734863], [0.0, 9.100000381469727], [0.0, 2.299999952316284], [0.0, 6.599999904632568], [0.0, 6.900000095367432], [0.10000000149011612, 3.0999999046325684], [0.0, 3.5999999046325684], [0.20000000298023224, 25.899999618530273]]"
12/8/15,"[[-0.30000001192092896, 8.399999618530273], [-0.6000000238418579, 3.4000000953674316], [-0.20000000298023224, 9.800000190734863], [0.0, 5.900000095367432], [0.10000000149011612, 9.199999809265137], [0.20000000298023224, 2.0999999046325684], [-0.5, 3.0], [0.0, 7.300000190734863], [0.10000000149011612, 3.299999952316284]]"
12/9/15,"[[0.0, 8.899999618530273], [-0.30000001192092896, 4.800000190734863], [0.0, 0.699999988079071], [0.0, 18.5], [0.0, 1.7999999523162842], [-0.4000000059604645, 2.5999999046325684], [0.10000000149011612, 10.899999618530273], [-0.10000000149011612, 7.5], [-0.10000000149011612, 10.600000381469727], [-0.30000001192092896, 3.200000047683716]]"
12/10/15,"[[0.0, 15.5], [0.0, 5.199999809265137], [-0.10000000149011612, 1.600000023841858], [0.0, 10.199999809265137], [0.0, 7.699999809265137], [0.20000000298023224, 1.899999976158142], [0.10000000149011612, 7.400000095367432], [-0.10000000149011612, 1.7000000476837158], [0.0, 7.0], [-0.10000000149011612, 2.9000000953674316]]"
12/11/15,"[[0.0, 5.800000190734863], [0.0, 12.100000381469727], [0.0, 30.799999237060547], [0.10000000149011612, 3.200000047683716], [0.20000000298023224, 5.0], [-0.5, 5.0], [-0.10000000149011612, 6.300000190734863], [0.30000001192092896, 1.7000000476837158], [0.4000000059604645, 4.400000095367432], [0.0, 2.700000047683716]]"
12/12/15,"[[-0.10000000149011612, 2.5999999046325684], [-0.10000000149011612, 4.699999809265137], [-0.4000000059604645, 3.9000000953674316], [0.0, 4.400000095367432], [0.0, 5.5], [0.0, 7.599999904632568], [0.0, 8.699999809265137], [0.0, 2.5], [0.4000000059604645, 0.8999999761581421]]"
12/13/15,"[[0.0, 3.9000000953674316], [0.0, 13.100000381469727], [0.4000000059604645, 0.8999999761581421], [0.0, 10.399999618530273], [0.0, 1.2000000476837158], [-0.20000000298023224, 5.599999904632568], [0.0, 20.799999237060547], [0.10000000149011612, 4.199999809265137], [0.0, 4.699999809265137], [-0.10000000149011612, 12.0]]"
12/14/15,"[[-0.4000000059604645, 3.0999999046325684], [-0.20000000298023224, 9.100000381469727], [0.0, 3.799999952316284], [-0.20000000298023224, 2.9000000953674316], [0.10000000149011612, 3.200000047683716], [0.10000000149011612, 3.9000000953674316], [0.0, 4.400000095367432], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 3.200000047683716]]"
12/15/15,"[[0.0, 9.399999618530273], [-0.10000000149011612, 7.800000190734863], [0.0, 0.699999988079071], [-0.4000000059604645, 4.099999904632568], [0.10000000149011612, 5.800000190734863], [0.20000000298023224, 1.2999999523162842], [0.10000000149011612, 7.099999904632568], [-0.30000001192092896, 5.099999904632568], [-0.10000000149011612, 1.7999999523162842]]"
12/16/15,"[[-0.10000000149011612, 22.100000381469727], [0.0, 2.0], [0.20000000298023224, 2.0999999046325684], [0.0, 6.699999809265137], [0.10000000149011612, 6.199999809265137], [0.20000000298023224, 5.699999809265137], [0.0, 2.299999952316284], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 5.0]]"
12/17/15,"[[0.20000000298023224, 5.099999904632568], [0.30000001192092896, 11.0], [0.30000001192092896, 0.30000001192092896], [0.0, 7.900000095367432], [0.20000000298023224, 0.800000011920929], [0.20000000298023224, 4.400000095367432], [0.0, 14.899999618530273], [0.20000000298023224, 8.300000190734863], [0.0, 3.0999999046325684], [0.0, 5.599999904632568]]"
12/18/15,"[[0.0, 3.799999952316284], [0.10000000149011612, 11.5], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 6.5], [-0.30000001192092896, 22.200000762939453], [0.0, 2.299999952316284], [0.0, 7.099999904632568], [0.0, 12.100000381469727], [-0.10000000149011612, 12.199999809265137]]"
12/19/15,"[[0.0, 1.7000000476837158], [0.0, 4.699999809265137], [0.0, 8.0], [-0.10000000149011612, 23.700000762939453], [0.0, 17.200000762939453], [0.0, 6.400000095367432], [-0.20000000298023224, 6.400000095367432], [-0.30000001192092896, 0.6000000238418579], [0.20000000298023224, 2.299999952316284], [0.0, 2.5999999046325684]]"
12/20/15,"[[0.0, 7.0], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 7.300000190734863], [-0.20000000298023224, 8.399999618530273], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [0.6000000238418579, 1.2999999523162842], [-0.30000001192092896, 3.200000047683716]]"
12/21/15,"[[0.0, 13.199999809265137], [0.20000000298023224, 0.800000011920929], [0.4000000059604645, 0.8999999761581421], [0.0, 2.4000000953674316], [-0.30000001192092896, 1.7000000476837158], [0.10000000149011612, 9.699999809265137], [0.0, 11.0], [-0.10000000149011612, 11.899999618530273], [-0.20000000298023224, 3.0], [0.0, 6.5]]"
12/22/15,"[[0.10000000149011612, 4.0], [0.0, 5.199999809265137], [0.0, 7.900000095367432], [-0.10000000149011612, 2.0999999046325684], [0.0, 3.0999999046325684], [0.0, 15.100000381469727], [-0.30000001192092896, 0.30000001192092896], [-0.10000000149011612, 18.0], [0.4000000059604645, 0.8999999761581421], [0.0, 3.0]]"
12/23/15,"[[0.30000001192092896, 1.2000000476837158], [0.0, 6.0], [-0.30000001192092896, 18.600000381469727], [0.0, 9.199999809265137], [-0.10000000149011612, 17.100000381469727], [0.0, 10.300000190734863], [0.0, 7.199999809265137], [0.4000000059604645, 0.8999999761581421], [-0.4000000059604645, 7.5], [0.0, 5.5]]"
12/24/15,"[[0.0, 1.600000023841858], [0.4000000059604645, 10.600000381469727], [-0.20000000298023224, 5.800000190734863], [0.0, 2.799999952316284], [0.0, 4.400000095367432], [0.20000000298023224, 21.100000381469727], [-0.10000000149011612, 1.2000000476837158], [0.0, 10.300000190734863], [0.20000000298023224, 10.600000381469727], [0.5, 7.699999809265137]]"
12/25/15,"[[0.30000001192092896, 3.299999952316284], [0.20000000298023224, 0.800000011920929], [0.0, 4.099999904632568], [0.4000000059604645, 8.699999809265137], [0.10000000149011612, 11.199999809265137], [0.30000001192092896, 6.5], [0.30000001192092896, 2.299999952316284], [0.0, 3.5999999046325684], [0.20000000298023224, 5.599999904632568]]"
12/26/15,"[[0.20000000298023224, 0.800000011920929], [-0.30000001192092896, 4.0], [-0.4000000059604645, 7.0], [0.4000000059604645, 0.8999999761581421], [0.0, 8.5], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [0.0, 10.0], [-0.10000000149011612, 0.800000011920929], [0.0, 11.399999618530273]]"
12/27/15,"[[0.0, 0.0], [0.0, 9.199999809265137], [0.4000000059604645, 3.5], [0.0, 3.299999952316284], [0.10000000149011612, 0.6000000238418579]]"
12/28/15,"[[0.0, 8.199999809265137], [0.0, 6.099999904632568], [-0.10000000149011612, 35.79999923706055], [-0.20000000298023224, 3.5], [0.20000000298023224, 0.800000011920929], [0.0, 2.700000047683716], [-0.20000000298023224, 27.5], [0.20000000298023224, 0.800000011920929], [-0.10000000149011612, 9.899999618530273], [0.0, 2.200000047683716]]"
12/29/15,"[[-0.30000001192092896, 8.5], [-0.10000000149011612, 15.199999809265137], [0.0, 6.800000190734863], [0.0, 7.599999904632568], [0.0, 11.800000190734863], [-0.699999988079071, 6.099999904632568], [-0.10000000149011612, 12.800000190734863], [0.0, 11.699999809265137], [0.800000011920929, 1.600000023841858], [-0.10000000149011612, 13.199999809265137]]"
12/30/15,"[[0.0, 8.699999809265137], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.899999976158142], [0.20000000298023224, 0.800000011920929], [0.0, 3.799999952316284], [0.10000000149011612, 10.600000381469727], [0.10000000149011612, 5.5], [0.20000000298023224, 7.0], [0.0, 1.5], [0.20000000298023224, 4.099999904632568]]"
12/31/15,"[[-0.10000000149011612, 14.600000381469727]]"
1/1/16,"[[-0.10000000149011612, 7.900000095367432], [0.4000000059604645, 0.8999999761581421], [0.0, 3.200000047683716], [0.20000000298023224, 10.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.0, 4.900000095367432], [-0.10000000149011612, 16.299999237060547], [0.20000000298023224, 4.699999809265137], [0.0, 1.100000023841858]]"
1/2/16,"[[0.0, 16.700000762939453], [0.0, 13.800000190734863], [-0.10000000149011612, 15.100000381469727], [0.4000000059604645, 5.800000190734863], [0.0, 12.0], [0.10000000149011612, 6.699999809265137], [0.0, 1.0], [0.10000000149011612, 11.300000190734863]]"
1/3/16,"[[0.10000000149011612, 9.0], [0.10000000149011612, 20.600000381469727], [0.20000000298023224, 14.300000190734863], [-0.4000000059604645, 3.700000047683716], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 11.0], [0.10000000149011612, 5.900000095367432], [-0.20000000298023224, 4.199999809265137]]"
1/4/16,"[[0.0, 1.899999976158142], [0.0, 13.300000190734863], [-0.20000000298023224, 6.099999904632568], [-0.30000001192092896, 4.800000190734863], [0.0, 22.200000762939453], [0.10000000149011612, 4.699999809265137], [0.0, 0.0], [-0.30000001192092896, 7.300000190734863], [0.0, 2.5], [0.0, 3.200000047683716]]"
1/5/16,"[[0.20000000298023224, 8.600000381469727], [0.10000000149011612, 12.899999618530273], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 0.20000000298023224], [0.20000000298023224, 2.5999999046325684], [0.0, 5.5], [-0.10000000149011612, 9.199999809265137], [0.0, 15.899999618530273], [-0.30000001192092896, 1.100000023841858], [0.0, 4.900000095367432]]"
1/6/16,"[[0.0, 0.800000011920929], [0.0, 21.399999618530273], [0.10000000149011612, 19.299999237060547], [0.0, 3.200000047683716], [-0.10000000149011612, 1.399999976158142], [0.10000000149011612, 4.599999904632568], [0.20000000298023224, 2.299999952316284], [-0.10000000149011612, 6.599999904632568], [0.20000000298023224, 2.9000000953674316], [-0.10000000149011612, 8.100000381469727]]"
1/7/16,"[[-0.10000000149011612, 10.100000381469727], [0.20000000298023224, 3.700000047683716], [0.0, 8.5], [-0.20000000298023224, 0.6000000238418579], [0.20000000298023224, 2.700000047683716], [-0.4000000059604645, 8.399999618530273], [0.0, 3.9000000953674316], [-0.30000001192092896, 8.0], [-0.10000000149011612, 6.400000095367432], [0.10000000149011612, 5.199999809265137]]"
1/8/16,"[[0.0, 9.600000381469727], [0.0, 14.199999809265137], [-0.30000001192092896, 4.199999809265137], [0.0, 2.4000000953674316], [0.0, 10.5], [0.10000000149011612, 2.700000047683716], [0.0, 19.299999237060547], [-0.20000000298023224, 11.800000190734863], [0.0, 0.5], [-0.5, 4.699999809265137]]"
1/9/16,"[[0.0, 6.0], [0.20000000298023224, 9.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 70.5999984741211], [-0.5, 9.899999618530273], [0.5, 1.5], [0.20000000298023224, 3.799999952316284], [-0.10000000149011612, 2.0], [0.10000000149011612, 10.300000190734863], [0.10000000149011612, 8.100000381469727]]"
1/10/16,"[[-0.10000000149011612, 23.799999237060547], [0.0, 7.199999809265137]]"
1/11/16,"[[0.0, 13.399999618530273], [-0.10000000149011612, 13.300000190734863], [0.0, 4.5], [0.0, 5.0], [-0.4000000059604645, 5.300000190734863], [-0.20000000298023224, 6.300000190734863], [0.30000001192092896, 4.400000095367432], [-0.10000000149011612, 5.199999809265137], [0.0, 4.400000095367432], [0.0, 6.199999809265137]]"
1/12/16,"[[0.10000000149011612, 3.5], [-0.10000000149011612, 0.8999999761581421], [-0.10000000149011612, 7.099999904632568], [0.20000000298023224, 11.5], [0.0, 10.800000190734863], [-0.30000001192092896, 2.4000000953674316], [0.10000000149011612, 8.800000190734863], [0.10000000149011612, 5.400000095367432], [0.0, 14.199999809265137], [-0.10000000149011612, 4.099999904632568]]"
