Date,"Article[Sentiment,Magnitude]"
11/5/16,"[[0.0, 12.800000190734863], [-0.20000000298023224, 4.199999809265137], [0.0, 2.9000000953674316], [-0.20000000298023224, 4.199999809265137], [-0.30000001192092896, 3.0], [0.20000000298023224, 7.099999904632568], [0.0, 24.100000381469727], [0.5, 2.0999999046325684], [0.20000000298023224, 3.0999999046325684], [0.4000000059604645, 6.900000095367432]]"
11/6/16,"[[0.4000000059604645, 1.600000023841858], [-0.20000000298023224, 6.300000190734863], [0.30000001192092896, 5.900000095367432], [-0.20000000298023224, 5.599999904632568], [0.0, 11.399999618530273], [0.0, 8.800000190734863], [0.4000000059604645, 0.8999999761581421], [0.0, 4.400000095367432], [0.0, 9.199999809265137], [0.4000000059604645, 0.8999999761581421]]"
11/7/16,"[[0.20000000298023224, 2.9000000953674316], [0.10000000149011612, 3.9000000953674316], [0.10000000149011612, 1.7999999523162842], [0.10000000149011612, 2.5999999046325684], [-0.10000000149011612, 4.300000190734863], [0.20000000298023224, 6.800000190734863], [0.0, 8.199999809265137], [0.0, 6.800000190734863], [-0.4000000059604645, 4.199999809265137], [0.0, 2.0]]"
11/8/16,"[[-0.10000000149011612, 4.699999809265137], [0.0, 7.900000095367432], [0.20000000298023224, 4.300000190734863], [0.0, 3.0], [0.0, 1.5], [-0.20000000298023224, 4.099999904632568], [0.4000000059604645, 7.699999809265137], [0.0, 2.0999999046325684], [-0.8999999761581421, 0.8999999761581421], [0.10000000149011612, 6.800000190734863]]"
11/9/16,"[[0.0, 2.5], [-0.20000000298023224, 10.199999809265137], [0.20000000298023224, 8.100000381469727], [0.0, 1.0], [-0.20000000298023224, 2.799999952316284], [0.20000000298023224, 1.7999999523162842], [0.0, 6.699999809265137], [-0.20000000298023224, 6.099999904632568], [-0.4000000059604645, 4.0]]"
11/10/16,"[[0.20000000298023224, 3.9000000953674316], [0.0, 6.5], [-0.30000001192092896, 3.9000000953674316], [-0.10000000149011612, 3.0999999046325684], [0.0, 6.5], [0.10000000149011612, 8.699999809265137], [-0.10000000149011612, 25.5], [0.30000001192092896, 2.0]]"
11/11/16,"[[-0.10000000149011612, 1.7000000476837158], [-0.30000001192092896, 3.5], [0.0, 7.900000095367432], [0.0, 2.200000047683716], [0.30000001192092896, 1.399999976158142], [0.0, 2.0999999046325684], [0.10000000149011612, 7.099999904632568], [0.0, 3.5], [0.10000000149011612, 2.9000000953674316], [0.0, 1.7999999523162842]]"
11/12/16,"[[-0.20000000298023224, 7.0], [-0.4000000059604645, 13.199999809265137], [-0.20000000298023224, 5.099999904632568], [0.30000001192092896, 4.900000095367432], [0.4000000059604645, 0.8999999761581421], [0.0, 6.900000095367432], [0.5, 2.5999999046325684], [0.20000000298023224, 4.099999904632568], [-0.20000000298023224, 3.0999999046325684], [0.0, 5.400000095367432]]"
11/13/16,"[[-0.20000000298023224, 11.600000381469727], [0.0, 4.300000190734863], [0.0, 14.0], [0.0, 1.600000023841858], [-0.20000000298023224, 2.9000000953674316], [-0.10000000149011612, 27.5], [0.10000000149011612, 1.899999976158142], [0.20000000298023224, 3.4000000953674316], [0.20000000298023224, 1.899999976158142], [-0.30000001192092896, 7.599999904632568]]"
11/14/16,"[[0.0, 3.5999999046325684], [-0.10000000149011612, 7.699999809265137], [0.0, 1.0], [0.0, 1.399999976158142], [0.0, 1.5], [-0.6000000238418579, 5.699999809265137], [0.0, 1.7999999523162842], [0.10000000149011612, 8.300000190734863], [0.20000000298023224, 4.099999904632568], [0.0, 4.400000095367432]]"
11/15/16,"[[0.30000001192092896, 3.0999999046325684], [0.10000000149011612, 5.699999809265137], [0.0, 3.5], [-0.20000000298023224, 8.0], [0.0, 12.0], [0.0, 1.399999976158142], [-0.20000000298023224, 3.4000000953674316], [-0.10000000149011612, 8.300000190734863], [-0.30000001192092896, 1.7999999523162842], [0.20000000298023224, 1.5]]"
11/16/16,"[[-0.20000000298023224, 1.399999976158142], [0.30000001192092896, 4.300000190734863], [-0.30000001192092896, 2.9000000953674316], [-0.5, 3.299999952316284], [0.10000000149011612, 14.899999618530273], [-0.10000000149011612, 2.299999952316284], [0.10000000149011612, 2.700000047683716], [0.0, 1.100000023841858], [0.20000000298023224, 4.099999904632568], [-0.20000000298023224, 3.4000000953674316]]"
11/17/16,"[[-0.10000000149011612, 4.0], [-0.20000000298023224, 4.699999809265137], [0.20000000298023224, 3.5999999046325684], [-0.10000000149011612, 12.899999618530273], [0.10000000149011612, 1.399999976158142], [-0.10000000149011612, 9.199999809265137], [-0.10000000149011612, 5.900000095367432], [0.10000000149011612, 5.900000095367432], [0.10000000149011612, 4.400000095367432], [-0.20000000298023224, 2.4000000953674316]]"
11/18/16,"[[-0.20000000298023224, 9.100000381469727], [-0.10000000149011612, 1.5], [0.10000000149011612, 3.0], [0.10000000149011612, 2.299999952316284], [-0.20000000298023224, 1.7000000476837158], [-0.10000000149011612, 1.399999976158142], [0.10000000149011612, 5.199999809265137], [-0.20000000298023224, 1.2999999523162842], [0.0, 0.6000000238418579], [0.4000000059604645, 0.8999999761581421]]"
11/19/16,"[[-0.10000000149011612, 2.9000000953674316], [-0.30000001192092896, 13.199999809265137], [0.20000000298023224, 2.0999999046325684], [-0.10000000149011612, 4.5], [-0.10000000149011612, 5.599999904632568], [0.0, 6.300000190734863], [0.20000000298023224, 7.599999904632568], [-0.20000000298023224, 4.199999809265137], [0.0, 4.400000095367432], [-0.10000000149011612, 8.5]]"
11/20/16,"[[0.0, 3.0999999046325684], [-0.4000000059604645, 2.9000000953674316], [0.4000000059604645, 0.8999999761581421], [0.0, 5.400000095367432], [-0.10000000149011612, 3.4000000953674316], [0.0, 2.700000047683716], [0.0, 5.900000095367432], [-0.20000000298023224, 12.899999618530273], [0.20000000298023224, 4.599999904632568], [-0.30000001192092896, 5.800000190734863]]"
11/21/16,"[[0.0, 3.0], [-0.10000000149011612, 5.400000095367432], [0.0, 21.399999618530273], [-0.6000000238418579, 8.100000381469727], [0.0, 10.399999618530273], [0.0, 6.199999809265137], [0.0, 7.599999904632568], [-0.10000000149011612, 1.7999999523162842], [0.0, 4.199999809265137], [0.0, 26.700000762939453]]"
11/22/16,"[[-0.10000000149011612, 2.299999952316284], [-0.30000001192092896, 2.4000000953674316], [-0.20000000298023224, 3.700000047683716], [0.10000000149011612, 3.299999952316284], [-0.10000000149011612, 1.2999999523162842], [0.20000000298023224, 2.9000000953674316], [0.0, 2.299999952316284], [-0.10000000149011612, 5.300000190734863], [-0.30000001192092896, 2.9000000953674316], [0.20000000298023224, 12.800000190734863]]"
11/23/16,"[[-0.10000000149011612, 1.5], [0.20000000298023224, 1.899999976158142], [-0.10000000149011612, 12.800000190734863], [0.0, 7.699999809265137], [0.0, 6.800000190734863], [0.30000001192092896, 3.700000047683716], [0.4000000059604645, 3.0999999046325684], [0.0, 5.699999809265137], [-0.30000001192092896, 4.5], [-0.10000000149011612, 6.0]]"
11/24/16,"[[0.10000000149011612, 3.799999952316284], [-0.10000000149011612, 4.800000190734863], [0.0, 2.4000000953674316], [0.0, 10.300000190734863], [-0.30000001192092896, 21.899999618530273], [-0.5, 5.400000095367432], [0.30000001192092896, 13.399999618530273], [0.0, 3.700000047683716], [-0.20000000298023224, 5.099999904632568], [0.10000000149011612, 7.800000190734863]]"
11/25/16,"[[0.4000000059604645, 8.5], [-0.10000000149011612, 12.199999809265137], [0.0, 1.7999999523162842], [0.0, 1.600000023841858], [0.0, 4.300000190734863], [0.0, 3.9000000953674316], [0.0, 1.899999976158142], [0.30000001192092896, 2.9000000953674316], [0.0, 1.7000000476837158], [0.30000001192092896, 3.200000047683716]]"
11/26/16,"[[0.30000001192092896, 4.5], [-0.20000000298023224, 4.400000095367432], [0.0, 2.9000000953674316], [0.0, 3.5], [0.0, 1.2999999523162842], [-0.4000000059604645, 2.5], [-0.4000000059604645, 2.799999952316284], [0.0, 4.0], [0.0, 6.599999904632568], [-0.30000001192092896, 8.800000190734863]]"
11/27/16,"[[0.0, 7.199999809265137], [-0.20000000298023224, 3.0999999046325684], [0.0, 4.0], [0.0, 3.0], [-0.5, 5.900000095367432], [0.0, 3.5], [-0.10000000149011612, 12.399999618530273], [-0.10000000149011612, 19.5], [0.0, 4.400000095367432], [-0.10000000149011612, 3.5]]"
11/28/16,"[[0.0, 2.4000000953674316], [0.0, 1.5], [0.0, 3.5999999046325684], [-0.4000000059604645, 14.699999809265137], [0.0, 3.299999952316284], [-0.10000000149011612, 48.29999923706055], [0.10000000149011612, 2.299999952316284], [-0.20000000298023224, 4.300000190734863], [0.10000000149011612, 5.800000190734863], [0.10000000149011612, 4.0]]"
11/29/16,"[[-0.4000000059604645, 6.5], [-0.5, 1.600000023841858], [0.0, 2.0], [-0.10000000149011612, 4.199999809265137], [-0.4000000059604645, 3.799999952316284], [0.10000000149011612, 11.5], [0.10000000149011612, 3.5999999046325684], [0.0, 8.399999618530273], [-0.5, 22.5], [0.0, 4.300000190734863]]"
11/30/16,"[[-0.30000001192092896, 3.299999952316284], [-0.4000000059604645, 1.7999999523162842], [0.20000000298023224, 4.699999809265137], [-0.30000001192092896, 3.0999999046325684], [0.20000000298023224, 2.5999999046325684], [0.10000000149011612, 17.700000762939453], [0.0, 6.900000095367432], [0.0, 8.5], [0.10000000149011612, 3.4000000953674316], [-0.10000000149011612, 18.0]]"
12/1/16,"[[-0.4000000059604645, 4.199999809265137], [0.10000000149011612, 7.300000190734863], [-0.5, 2.5999999046325684], [0.4000000059604645, 5.300000190734863], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 5.699999809265137], [0.0, 8.100000381469727], [0.0, 5.800000190734863], [-0.30000001192092896, 2.5], [0.10000000149011612, 1.899999976158142]]"
12/2/16,"[[-0.10000000149011612, 16.5], [0.10000000149011612, 9.800000190734863], [0.0, 3.4000000953674316], [0.0, 1.0], [-0.10000000149011612, 1.899999976158142], [0.0, 4.400000095367432], [0.0, 15.399999618530273], [0.10000000149011612, 0.5], [0.0, 10.100000381469727], [0.0, 0.800000011920929]]"
12/3/16,"[[-0.20000000298023224, 18.200000762939453], [-0.10000000149011612, 18.399999618530273], [-0.10000000149011612, 2.700000047683716], [-0.30000001192092896, 5.5], [0.30000001192092896, 2.0], [-0.20000000298023224, 7.599999904632568], [0.4000000059604645, 3.5999999046325684], [0.0, 7.5], [0.30000001192092896, 8.100000381469727], [0.10000000149011612, 4.300000190734863]]"
12/4/16,"[[0.20000000298023224, 9.699999809265137], [0.0, 4.300000190734863], [0.0, 4.199999809265137], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.399999976158142], [0.20000000298023224, 6.900000095367432], [0.0, 4.900000095367432], [0.30000001192092896, 9.800000190734863], [0.10000000149011612, 3.4000000953674316], [0.0, 2.299999952316284]]"
12/5/16,"[[-0.5, 0.5], [0.0, 3.200000047683716], [-0.20000000298023224, 1.2999999523162842], [0.10000000149011612, 26.899999618530273], [-0.20000000298023224, 3.700000047683716], [0.10000000149011612, 8.5], [0.0, 1.0], [0.0, 7.900000095367432], [-0.10000000149011612, 3.299999952316284]]"
12/6/16,"[[0.20000000298023224, 11.399999618530273], [0.10000000149011612, 12.600000381469727], [-0.20000000298023224, 3.5], [-0.10000000149011612, 5.0], [0.0, 1.2999999523162842], [-0.10000000149011612, 2.200000047683716], [-0.20000000298023224, 2.299999952316284], [-0.30000001192092896, 21.899999618530273], [-0.20000000298023224, 14.199999809265137], [-0.20000000298023224, 7.0]]"
12/7/16,"[[-0.10000000149011612, 2.0999999046325684], [0.30000001192092896, 3.0999999046325684], [0.0, 0.0], [0.0, 4.0], [0.0, 4.199999809265137], [0.5, 12.199999809265137], [0.0, 7.699999809265137], [-0.4000000059604645, 4.199999809265137], [-0.4000000059604645, 2.299999952316284], [-0.5, 7.300000190734863]]"
12/8/16,"[[0.0, 4.699999809265137], [-0.10000000149011612, 0.8999999761581421], [0.0, 7.400000095367432], [0.10000000149011612, 19.299999237060547], [0.20000000298023224, 3.700000047683716], [-0.6000000238418579, 5.400000095367432], [0.10000000149011612, 5.599999904632568], [0.30000001192092896, 5.699999809265137], [0.20000000298023224, 3.5999999046325684], [0.0, 3.799999952316284]]"
12/9/16,"[[-0.10000000149011612, 2.0], [0.0, 0.30000001192092896], [-0.10000000149011612, 13.399999618530273], [-0.20000000298023224, 2.0999999046325684], [0.30000001192092896, 2.700000047683716], [0.10000000149011612, 3.799999952316284], [0.0, 9.5], [0.20000000298023224, 2.700000047683716], [0.0, 6.699999809265137], [0.4000000059604645, 3.4000000953674316]]"
12/10/16,"[[-0.20000000298023224, 3.700000047683716], [-0.30000001192092896, 3.5999999046325684], [-0.10000000149011612, 3.0999999046325684], [-0.10000000149011612, 5.900000095367432], [-0.20000000298023224, 9.399999618530273], [0.0, 6.400000095367432], [-0.4000000059604645, 9.699999809265137], [0.0, 10.0], [-0.4000000059604645, 12.899999618530273], [-0.30000001192092896, 2.700000047683716]]"
12/11/16,"[[0.10000000149011612, 2.700000047683716], [-0.10000000149011612, 23.100000381469727], [0.5, 7.099999904632568], [-0.20000000298023224, 4.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 2.9000000953674316], [0.0, 3.799999952316284], [0.20000000298023224, 15.199999809265137], [0.0, 7.5], [0.20000000298023224, 3.9000000953674316]]"
12/12/16,"[[0.0, 21.200000762939453], [0.10000000149011612, 18.200000762939453], [0.0, 9.0], [-0.10000000149011612, 7.800000190734863], [-0.10000000149011612, 7.599999904632568], [-0.10000000149011612, 4.0], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 7.800000190734863], [-0.20000000298023224, 3.9000000953674316], [0.10000000149011612, 2.799999952316284]]"
12/13/16,"[[0.0, 1.399999976158142], [-0.4000000059604645, 2.799999952316284], [0.0, 25.0], [0.0, 4.400000095367432], [0.20000000298023224, 18.299999237060547], [0.10000000149011612, 24.399999618530273], [0.10000000149011612, 10.0], [0.10000000149011612, 7.300000190734863], [0.0, 12.600000381469727], [0.0, 1.100000023841858]]"
12/14/16,"[[-0.10000000149011612, 2.5999999046325684], [0.10000000149011612, 1.899999976158142], [-0.10000000149011612, 6.900000095367432], [0.20000000298023224, 4.699999809265137], [0.0, 10.399999618530273], [0.0, 1.5], [0.20000000298023224, 10.899999618530273], [-0.30000001192092896, 8.0], [-0.20000000298023224, 1.600000023841858], [-0.20000000298023224, 1.899999976158142]]"
12/15/16,"[[-0.20000000298023224, 3.0999999046325684], [0.10000000149011612, 16.299999237060547], [0.0, 7.699999809265137], [0.0, 4.099999904632568], [-0.30000001192092896, 2.799999952316284], [0.0, 18.200000762939453], [0.0, 3.0], [0.10000000149011612, 9.100000381469727], [-0.20000000298023224, 10.100000381469727], [0.4000000059604645, 7.099999904632568]]"
12/16/16,"[[-0.10000000149011612, 5.800000190734863], [0.0, 4.099999904632568], [0.0, 1.399999976158142], [0.0, 6.400000095367432], [-0.10000000149011612, 7.0], [-0.10000000149011612, 2.0999999046325684], [-0.30000001192092896, 3.799999952316284], [0.10000000149011612, 2.0], [-0.20000000298023224, 1.100000023841858], [0.0, 3.299999952316284]]"
12/17/16,"[[0.0, 10.899999618530273], [-0.10000000149011612, 20.700000762939453], [-0.4000000059604645, 6.599999904632568], [0.20000000298023224, 7.0], [0.10000000149011612, 0.30000001192092896], [0.10000000149011612, 4.099999904632568], [-0.10000000149011612, 9.800000190734863], [-0.20000000298023224, 7.5], [0.30000001192092896, 5.300000190734863], [0.10000000149011612, 5.800000190734863]]"
12/18/16,"[[-0.10000000149011612, 3.299999952316284], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 2.9000000953674316], [-0.30000001192092896, 3.799999952316284], [0.0, 9.300000190734863], [0.10000000149011612, 5.5], [0.0, 11.5], [0.4000000059604645, 0.8999999761581421], [0.0, 5.400000095367432]]"
12/19/16,"[[0.0, 13.699999809265137], [-0.10000000149011612, 4.199999809265137], [0.10000000149011612, 0.8999999761581421], [-0.10000000149011612, 8.300000190734863], [-0.10000000149011612, 9.0], [0.30000001192092896, 7.900000095367432], [0.0, 8.600000381469727], [0.0, 2.700000047683716], [-0.10000000149011612, 2.5999999046325684], [0.0, 7.199999809265137]]"
12/20/16,"[[-0.10000000149011612, 0.800000011920929], [0.0, 10.300000190734863], [0.0, 8.399999618530273], [-0.20000000298023224, 47.0], [0.0, 14.0], [-0.10000000149011612, 5.199999809265137], [0.0, 1.899999976158142], [0.20000000298023224, 9.100000381469727], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 8.899999618530273]]"
12/21/16,"[[-0.10000000149011612, 5.400000095367432], [0.0, 10.399999618530273], [-0.4000000059604645, 3.299999952316284], [0.0, 1.899999976158142], [0.0, 0.30000001192092896], [-0.5, 6.5], [0.0, 2.200000047683716], [0.0, 4.699999809265137], [0.4000000059604645, 0.8999999761581421]]"
12/22/16,"[[0.4000000059604645, 1.600000023841858], [0.0, 1.0], [-0.20000000298023224, 7.800000190734863], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 5.599999904632568], [0.0, 3.5], [-0.4000000059604645, 3.5999999046325684], [0.0, 3.9000000953674316], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 6.800000190734863]]"
12/23/16,"[[-0.20000000298023224, 1.7999999523162842], [-0.10000000149011612, 4.699999809265137], [-0.10000000149011612, 3.299999952316284], [-0.699999988079071, 7.199999809265137], [-0.10000000149011612, 4.699999809265137], [0.0, 4.800000190734863], [0.10000000149011612, 7.599999904632568], [-0.20000000298023224, 2.200000047683716], [0.10000000149011612, 5.800000190734863], [0.10000000149011612, 8.0]]"
12/24/16,"[[0.0, 1.7000000476837158], [0.30000001192092896, 0.6000000238418579], [0.0, 5.099999904632568], [0.4000000059604645, 0.8999999761581421], [0.0, 1.5], [-0.20000000298023224, 18.799999237060547], [0.30000001192092896, 3.299999952316284], [0.0, 7.199999809265137], [0.0, 1.899999976158142]]"
12/25/16,"[[0.10000000149011612, 2.700000047683716], [-0.30000001192092896, 1.600000023841858], [0.10000000149011612, 2.4000000953674316], [0.20000000298023224, 2.200000047683716], [0.4000000059604645, 0.8999999761581421], [-0.20000000298023224, 5.5], [-0.20000000298023224, 3.700000047683716], [0.0, 1.7999999523162842], [0.20000000298023224, 13.399999618530273], [-0.20000000298023224, 1.600000023841858]]"
12/26/16,"[[-0.10000000149011612, 5.900000095367432], [0.0, 4.300000190734863], [0.0, 5.0], [0.10000000149011612, 5.0], [0.30000001192092896, 8.399999618530273], [0.20000000298023224, 4.199999809265137], [0.0, 2.799999952316284], [0.20000000298023224, 1.5], [-0.20000000298023224, 2.700000047683716], [-0.10000000149011612, 5.0]]"
12/27/16,"[[0.0, 5.400000095367432], [0.10000000149011612, 1.2000000476837158], [0.0, 5.800000190734863], [0.0, 1.100000023841858], [0.10000000149011612, 3.0], [-0.30000001192092896, 13.800000190734863], [0.10000000149011612, 1.100000023841858], [0.0, 4.5], [0.0, 7.300000190734863], [0.0, 1.399999976158142]]"
12/28/16,"[[-0.20000000298023224, 1.2000000476837158], [0.10000000149011612, 2.200000047683716], [-0.6000000238418579, 2.0], [0.0, 6.5], [-0.30000001192092896, 4.099999904632568], [0.30000001192092896, 3.0], [-0.20000000298023224, 5.800000190734863], [-0.10000000149011612, 8.399999618530273], [0.10000000149011612, 14.600000381469727], [0.0, 4.0]]"
12/29/16,"[[0.0, 7.099999904632568], [-0.20000000298023224, 12.199999809265137], [0.0, 8.800000190734863], [0.10000000149011612, 10.0], [0.10000000149011612, 8.0], [0.0, 6.199999809265137], [0.0, 4.199999809265137], [0.0, 7.400000095367432], [0.0, 9.0], [0.0, 1.600000023841858]]"
12/30/16,"[[-0.20000000298023224, 1.899999976158142], [0.0, 4.900000095367432], [0.10000000149011612, 10.0], [0.10000000149011612, 9.0], [-0.10000000149011612, 4.5], [0.0, 2.4000000953674316], [-0.10000000149011612, 1.7000000476837158], [0.0, 16.299999237060547], [0.0, 7.699999809265137], [-0.10000000149011612, 5.800000190734863]]"
12/31/16,"[[0.0, 12.899999618530273], [0.10000000149011612, 5.800000190734863], [0.0, 4.099999904632568], [0.0, 1.399999976158142], [0.20000000298023224, 10.0], [-0.20000000298023224, 2.799999952316284]]"
1/1/17,"[[0.0, 1.7999999523162842], [0.20000000298023224, 17.0], [-0.10000000149011612, 2.9000000953674316], [-0.699999988079071, 2.799999952316284], [0.0, 5.699999809265137], [-0.20000000298023224, 4.0], [-0.20000000298023224, 3.799999952316284], [0.0, 3.5999999046325684], [0.0, 11.5], [0.0, 4.0]]"
1/2/17,"[[-0.20000000298023224, 1.5], [0.20000000298023224, 6.099999904632568], [0.10000000149011612, 3.5999999046325684], [-0.20000000298023224, 8.199999809265137], [0.0, 3.0999999046325684], [-0.10000000149011612, 3.299999952316284], [0.0, 1.7999999523162842], [-0.10000000149011612, 0.800000011920929], [0.0, 16.700000762939453], [-0.20000000298023224, 4.300000190734863]]"
1/3/17,"[[0.10000000149011612, 1.899999976158142], [-0.6000000238418579, 3.299999952316284], [0.20000000298023224, 12.100000381469727], [0.30000001192092896, 3.4000000953674316], [0.10000000149011612, 4.199999809265137], [-0.10000000149011612, 7.599999904632568], [-0.30000001192092896, 9.5], [0.0, 10.0], [-0.30000001192092896, 6.0], [-0.20000000298023224, 1.899999976158142]]"
1/4/17,"[[0.0, 4.400000095367432], [0.0, 3.299999952316284], [-0.20000000298023224, 14.199999809265137], [-0.30000001192092896, 1.399999976158142], [-0.20000000298023224, 1.600000023841858], [-0.4000000059604645, 2.0], [0.0, 11.699999809265137], [0.0, 15.699999809265137], [0.0, 8.199999809265137], [-0.10000000149011612, 1.2999999523162842]]"
1/5/17,"[[-0.20000000298023224, 1.7000000476837158], [-0.20000000298023224, 7.199999809265137], [-0.10000000149011612, 3.0], [-0.20000000298023224, 1.899999976158142], [0.20000000298023224, 23.200000762939453], [-0.10000000149011612, 11.0], [0.10000000149011612, 10.300000190734863], [-0.20000000298023224, 1.600000023841858], [0.0, 3.9000000953674316], [-0.20000000298023224, 5.900000095367432]]"
1/6/17,"[[-0.10000000149011612, 9.699999809265137], [-0.10000000149011612, 2.299999952316284], [0.30000001192092896, 8.0], [-0.20000000298023224, 11.0], [0.0, 1.399999976158142], [-0.20000000298023224, 1.899999976158142], [-0.30000001192092896, 2.700000047683716], [0.0, 13.699999809265137], [0.10000000149011612, 2.200000047683716], [0.10000000149011612, 2.200000047683716]]"
1/7/17,"[[0.0, 10.600000381469727], [0.0, 6.900000095367432], [-0.20000000298023224, 7.699999809265137], [-0.30000001192092896, 5.300000190734863], [0.0, 8.899999618530273], [0.0, 5.400000095367432], [0.0, 5.900000095367432], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421], [0.4000000059604645, 0.8999999761581421]]"
1/8/17,"[[-0.10000000149011612, 3.299999952316284], [-0.5, 2.299999952316284], [-0.20000000298023224, 3.0], [0.4000000059604645, 0.8999999761581421], [0.0, 11.399999618530273], [0.10000000149011612, 9.699999809265137], [0.0, 10.300000190734863], [-0.10000000149011612, 4.699999809265137], [0.0, 2.799999952316284], [-0.30000001192092896, 8.100000381469727]]"
1/9/17,"[[0.0, 4.5], [-0.4000000059604645, 3.0], [0.0, 2.799999952316284], [0.0, 1.2000000476837158], [0.4000000059604645, 0.8999999761581421], [0.20000000298023224, 3.5999999046325684], [0.0, 2.299999952316284], [-0.30000001192092896, 2.200000047683716], [-0.4000000059604645, 4.0], [-0.10000000149011612, 5.199999809265137]]"
1/10/17,"[[0.0, 10.100000381469727], [-0.4000000059604645, 9.399999618530273], [0.10000000149011612, 7.0], [0.0, 14.399999618530273], [0.30000001192092896, 4.5], [-0.30000001192092896, 2.0999999046325684], [-0.699999988079071, 3.5999999046325684], [0.4000000059604645, 8.100000381469727], [-0.10000000149011612, 10.5], [-0.800000011920929, 0.800000011920929]]"
1/11/17,"[[-0.10000000149011612, 1.100000023841858], [0.0, 1.7000000476837158], [-0.20000000298023224, 3.5], [-0.10000000149011612, 12.300000190734863], [0.0, 16.5], [-0.20000000298023224, 4.199999809265137], [0.20000000298023224, 2.5], [0.0, 4.800000190734863], [0.0, 1.5], [0.0, 4.099999904632568]]"
1/12/17,"[[-0.20000000298023224, 3.9000000953674316], [-0.10000000149011612, 3.4000000953674316], [0.0, 4.199999809265137], [0.0, 6.699999809265137], [-0.10000000149011612, 9.399999618530273], [-0.6000000238418579, 5.099999904632568], [0.0, 7.900000095367432], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 2.9000000953674316], [0.0, 6.300000190734863]]"
1/13/17,"[[-0.20000000298023224, 4.099999904632568], [-0.4000000059604645, 7.099999904632568], [-0.30000001192092896, 2.299999952316284], [0.20000000298023224, 3.0999999046325684], [-0.10000000149011612, 4.900000095367432], [0.0, 7.099999904632568], [0.0, 6.5], [0.4000000059604645, 12.600000381469727], [0.0, 6.199999809265137], [0.0, 13.199999809265137]]"
1/14/17,"[[0.0, 4.199999809265137], [0.0, 5.300000190734863], [0.0, 3.4000000953674316], [-0.4000000059604645, 6.699999809265137], [-0.5, 5.099999904632568], [0.0, 7.099999904632568], [0.0, 22.200000762939453], [-0.20000000298023224, 4.400000095367432], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 10.100000381469727]]"
1/15/17,"[[0.0, 14.5], [0.10000000149011612, 7.0], [0.4000000059604645, 0.8999999761581421], [0.0, 4.0], [0.10000000149011612, 3.299999952316284], [0.10000000149011612, 3.5], [-0.30000001192092896, 18.799999237060547], [0.10000000149011612, 2.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.0999999046325684]]"
1/16/17,"[[-0.20000000298023224, 9.5], [-0.30000001192092896, 2.0999999046325684], [-0.20000000298023224, 2.200000047683716], [0.20000000298023224, 1.2000000476837158], [-0.10000000149011612, 2.299999952316284], [0.0, 7.199999809265137], [-0.30000001192092896, 2.5], [0.10000000149011612, 5.800000190734863], [-0.30000001192092896, 8.800000190734863], [0.0, 1.7000000476837158]]"
1/17/17,"[[-0.30000001192092896, 3.0], [-0.5, 2.0], [-0.30000001192092896, 4.699999809265137], [0.0, 0.699999988079071], [-0.10000000149011612, 3.0999999046325684], [0.0, 1.399999976158142], [0.10000000149011612, 13.399999618530273], [-0.10000000149011612, 9.699999809265137], [-0.10000000149011612, 1.5], [0.0, 7.5]]"
1/18/17,"[[-0.10000000149011612, 1.7000000476837158], [0.0, 8.300000190734863], [0.0, 2.5], [-0.10000000149011612, 4.5], [-0.4000000059604645, 1.899999976158142], [-0.800000011920929, 1.600000023841858], [0.0, 2.0], [0.0, 9.399999618530273], [-0.4000000059604645, 3.5999999046325684], [-0.20000000298023224, 6.599999904632568]]"
1/19/17,"[[-0.5, 4.099999904632568], [-0.4000000059604645, 6.300000190734863], [0.10000000149011612, 4.800000190734863], [0.10000000149011612, 3.4000000953674316], [0.4000000059604645, 0.8999999761581421], [0.0, 10.899999618530273], [-0.800000011920929, 1.600000023841858], [0.0, 5.0], [-0.5, 5.699999809265137], [-0.20000000298023224, 1.2000000476837158]]"
1/20/17,"[[-0.20000000298023224, 3.5], [0.0, 0.699999988079071], [0.0, 21.299999237060547], [0.4000000059604645, 5.0], [0.0, 5.5], [-0.10000000149011612, 4.599999904632568], [-0.20000000298023224, 3.4000000953674316], [-0.20000000298023224, 6.300000190734863], [0.0, 3.0], [0.0, 3.0]]"
1/21/17,"[[0.10000000149011612, 1.600000023841858], [0.0, 12.399999618530273], [-0.10000000149011612, 12.5], [0.20000000298023224, 6.0], [0.0, 2.5], [0.0, 5.599999904632568], [0.10000000149011612, 2.5], [0.20000000298023224, 0.800000011920929], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 2.299999952316284]]"
