Date,Articles,"Article[Sentiment,Magnitude]"
09/01/2017,"[[-0.20000000298023224, 1.2999999523162842], [-0.10000000149011612, 1.5], [0.0, 16.600000381469727], [0.10000000149011612, 4.5], [-0.20000000298023224, 1.399999976158142], [-0.20000000298023224, 4.800000190734863], [-0.20000000298023224, 6.400000095367432], [-0.30000001192092896, 1.7999999523162842], [-0.30000001192092896, 1.100000023841858]]","[[-0.20000000298023224, 1.2999999523162842], [-0.10000000149011612, 1.5], [0.0, 16.600000381469727], [0.10000000149011612, 4.5], [-0.20000000298023224, 1.399999976158142], [-0.20000000298023224, 4.800000190734863], [-0.20000000298023224, 6.400000095367432], [-0.30000001192092896, 1.7999999523162842], [-0.30000001192092896, 1.100000023841858]]"
09/02/2017,"[[0.0, 3.0], [-0.10000000149011612, 3.700000047683716], [0.0, 0.4000000059604645], [0.0, 5.699999809265137], [0.30000001192092896, 7.300000190734863], [0.4000000059604645, 0.8999999761581421], [0.0, 9.199999809265137], [0.10000000149011612, 2.5], [-0.10000000149011612, 4.900000095367432]]","[[0.0, 3.0], [-0.10000000149011612, 3.700000047683716], [0.0, 0.4000000059604645], [0.0, 5.699999809265137], [0.30000001192092896, 7.300000190734863], [0.4000000059604645, 0.8999999761581421], [0.0, 9.199999809265137], [0.10000000149011612, 2.5], [-0.10000000149011612, 4.900000095367432]]"
09/03/2017,"[[0.0, 4.599999904632568], [0.0, 4.699999809265137], [-0.10000000149011612, 2.0999999046325684], [-0.20000000298023224, 4.699999809265137], [0.0, 11.300000190734863], [0.10000000149011612, 2.9000000953674316], [0.0, 9.600000381469727], [0.0, 4.400000095367432], [0.10000000149011612, 4.599999904632568]]","[[0.0, 4.599999904632568], [0.0, 4.699999809265137], [-0.10000000149011612, 2.0999999046325684], [-0.20000000298023224, 4.699999809265137], [0.0, 11.300000190734863], [0.10000000149011612, 2.9000000953674316], [0.0, 9.600000381469727], [0.0, 4.400000095367432], [0.10000000149011612, 4.599999904632568]]"
09/04/2017,"[[0.0, 4.300000190734863], [-0.20000000298023224, 1.899999976158142], [0.0, 24.399999618530273], [0.0, 0.20000000298023224], [-0.10000000149011612, 2.9000000953674316], [0.0, 7.099999904632568], [-0.6000000238418579, 1.899999976158142], [-0.5, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [0.0, 6.5]]","[[0.0, 4.300000190734863], [-0.20000000298023224, 1.899999976158142], [0.0, 24.399999618530273], [0.0, 0.20000000298023224], [-0.10000000149011612, 2.9000000953674316], [0.0, 7.099999904632568], [-0.6000000238418579, 1.899999976158142], [-0.5, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [0.0, 6.5]]"
09/05/2017,"[[0.0, 7.099999904632568], [-0.10000000149011612, 13.899999618530273], [-0.10000000149011612, 1.0], [-0.10000000149011612, 8.199999809265137], [0.10000000149011612, 2.0], [0.0, 2.0], [-0.20000000298023224, 0.800000011920929], [-0.30000001192092896, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 1.899999976158142]]","[[0.0, 7.099999904632568], [-0.10000000149011612, 13.899999618530273], [-0.10000000149011612, 1.0], [-0.10000000149011612, 8.199999809265137], [0.10000000149011612, 2.0], [0.0, 2.0], [-0.20000000298023224, 0.800000011920929], [-0.30000001192092896, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [-0.30000001192092896, 1.899999976158142]]"
09/06/2017,"[[-0.30000001192092896, 0.30000001192092896], [0.30000001192092896, 2.9000000953674316], [-0.4000000059604645, 4.900000095367432], [0.0, 11.5], [-0.10000000149011612, 4.699999809265137], [0.4000000059604645, 1.7000000476837158], [-0.10000000149011612, 8.300000190734863], [0.10000000149011612, 6.599999904632568], [0.5, 17.799999237060547]]","[[-0.30000001192092896, 0.30000001192092896], [0.30000001192092896, 2.9000000953674316], [-0.4000000059604645, 4.900000095367432], [0.0, 11.5], [-0.10000000149011612, 4.699999809265137], [0.4000000059604645, 1.7000000476837158], [-0.10000000149011612, 8.300000190734863], [0.10000000149011612, 6.599999904632568], [0.5, 17.799999237060547]]"
09/07/2017,"[[-0.5, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 1.5], [0.0, 1.5], [-0.10000000149011612, 1.600000023841858], [-0.10000000149011612, 0.4000000059604645], [0.0, 8.399999618530273], [0.0, 28.100000381469727], [-0.10000000149011612, 4.300000190734863], [0.0, 7.0]]","[[-0.5, 1.100000023841858], [0.4000000059604645, 0.8999999761581421], [0.10000000149011612, 1.5], [0.0, 1.5], [-0.10000000149011612, 1.600000023841858], [-0.10000000149011612, 0.4000000059604645], [0.0, 8.399999618530273], [0.0, 28.100000381469727], [-0.10000000149011612, 4.300000190734863], [0.0, 7.0]]"
09/08/2017,"[[-0.30000001192092896, 2.200000047683716], [-0.30000001192092896, 1.2999999523162842], [0.0, 2.299999952316284], [-0.10000000149011612, 3.200000047683716], [0.5, 1.100000023841858], [-0.10000000149011612, 23.100000381469727], [-0.10000000149011612, 1.7999999523162842], [0.0, 0.800000011920929], [-0.20000000298023224, 1.7000000476837158], [-0.10000000149011612, 6.800000190734863]]","[[-0.30000001192092896, 2.200000047683716], [-0.30000001192092896, 1.2999999523162842], [0.0, 2.299999952316284], [-0.10000000149011612, 3.200000047683716], [0.5, 1.100000023841858], [-0.10000000149011612, 23.100000381469727], [-0.10000000149011612, 1.7999999523162842], [0.0, 0.800000011920929], [-0.20000000298023224, 1.7000000476837158], [-0.10000000149011612, 6.800000190734863]]"
09/09/2017,"[[-0.20000000298023224, 6.0], [-0.30000001192092896, 4.199999809265137], [-0.4000000059604645, 2.5999999046325684], [0.0, 1.7000000476837158], [-0.30000001192092896, 0.8999999761581421], [-0.10000000149011612, 2.799999952316284], [-0.20000000298023224, 5.400000095367432], [0.10000000149011612, 19.700000762939453], [-0.10000000149011612, 2.0999999046325684], [0.0, 2.799999952316284]]","[[-0.20000000298023224, 6.0], [-0.30000001192092896, 4.199999809265137], [-0.4000000059604645, 2.5999999046325684], [0.0, 1.7000000476837158], [-0.30000001192092896, 0.8999999761581421], [-0.10000000149011612, 2.799999952316284], [-0.20000000298023224, 5.400000095367432], [0.10000000149011612, 19.700000762939453], [-0.10000000149011612, 2.0999999046325684], [0.0, 2.799999952316284]]"
09/10/2017,"[[-0.4000000059604645, 4.699999809265137], [-0.20000000298023224, 4.199999809265137], [-0.10000000149011612, 3.0999999046325684], [-0.10000000149011612, 5.900000095367432], [0.0, 1.600000023841858], [0.30000001192092896, 11.600000381469727], [-0.4000000059604645, 1.399999976158142], [-0.20000000298023224, 5.800000190734863], [0.20000000298023224, 10.5], [-0.30000001192092896, 3.700000047683716]]","[[-0.4000000059604645, 4.699999809265137], [-0.20000000298023224, 4.199999809265137], [-0.10000000149011612, 3.0999999046325684], [-0.10000000149011612, 5.900000095367432], [0.0, 1.600000023841858], [0.30000001192092896, 11.600000381469727], [-0.4000000059604645, 1.399999976158142], [-0.20000000298023224, 5.800000190734863], [0.20000000298023224, 10.5], [-0.30000001192092896, 3.700000047683716]]"
09/11/2017,"[[-0.10000000149011612, 5.199999809265137], [-0.10000000149011612, 2.799999952316284], [-0.10000000149011612, 5.199999809265137], [-0.5, 1.7000000476837158], [-0.10000000149011612, 8.800000190734863], [0.10000000149011612, 13.199999809265137], [0.10000000149011612, 5.699999809265137], [0.10000000149011612, 4.0], [0.0, 5.5], [-0.5, 14.899999618530273]]","[[-0.10000000149011612, 5.199999809265137], [-0.10000000149011612, 2.799999952316284], [-0.10000000149011612, 5.199999809265137], [-0.5, 1.7000000476837158], [-0.10000000149011612, 8.800000190734863], [0.10000000149011612, 13.199999809265137], [0.10000000149011612, 5.699999809265137], [0.10000000149011612, 4.0], [0.0, 5.5], [-0.5, 14.899999618530273]]"
09/12/2017,"[[-0.10000000149011612, 6.699999809265137], [-0.30000001192092896, 2.4000000953674316], [-0.20000000298023224, 8.300000190734863], [-0.4000000059604645, 3.0], [0.0, 0.8999999761581421], [-0.30000001192092896, 1.7999999523162842], [0.0, 1.600000023841858], [-0.10000000149011612, 17.399999618530273], [0.10000000149011612, 5.199999809265137], [-0.10000000149011612, 5.400000095367432]]","[[-0.10000000149011612, 6.699999809265137], [-0.30000001192092896, 2.4000000953674316], [-0.20000000298023224, 8.300000190734863], [-0.4000000059604645, 3.0], [0.0, 0.8999999761581421], [-0.30000001192092896, 1.7999999523162842], [0.0, 1.600000023841858], [-0.10000000149011612, 17.399999618530273], [0.10000000149011612, 5.199999809265137], [-0.10000000149011612, 5.400000095367432]]"
09/13/2017,"[[-0.10000000149011612, 6.5], [-0.4000000059604645, 4.099999904632568], [-0.10000000149011612, 14.300000190734863], [0.0, 30.700000762939453], [-0.10000000149011612, 1.399999976158142], [-0.5, 1.5], [0.10000000149011612, 4.400000095367432], [-0.10000000149011612, 1.899999976158142], [-0.10000000149011612, 7.300000190734863], [-0.5, 1.100000023841858]]","[[-0.10000000149011612, 6.5], [-0.4000000059604645, 4.099999904632568], [-0.10000000149011612, 14.300000190734863], [0.0, 30.700000762939453], [-0.10000000149011612, 1.399999976158142], [-0.5, 1.5], [0.10000000149011612, 4.400000095367432], [-0.10000000149011612, 1.899999976158142], [-0.10000000149011612, 7.300000190734863], [-0.5, 1.100000023841858]]"
09/14/2017,"[[-0.10000000149011612, 2.299999952316284], [0.0, 10.399999618530273], [-0.20000000298023224, 4.0], [0.0, 3.0999999046325684], [0.0, 0.0], [-0.10000000149011612, 2.5], [-0.4000000059604645, 3.0], [0.6000000238418579, 3.700000047683716], [-0.30000001192092896, 5.199999809265137], [0.0, 0.8999999761581421]]","[[-0.10000000149011612, 2.299999952316284], [0.0, 10.399999618530273], [-0.20000000298023224, 4.0], [0.0, 3.0999999046325684], [0.0, 0.0], [-0.10000000149011612, 2.5], [-0.4000000059604645, 3.0], [0.6000000238418579, 3.700000047683716], [-0.30000001192092896, 5.199999809265137], [0.0, 0.8999999761581421]]"
09/15/2017,"[[0.0, 3.200000047683716], [-0.10000000149011612, 15.100000381469727], [0.0, 10.300000190734863], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.0], [-0.20000000298023224, 3.9000000953674316], [0.0, 3.200000047683716], [-0.10000000149011612, 3.5999999046325684], [0.0, 3.200000047683716], [0.0, 10.100000381469727]]","[[0.0, 3.200000047683716], [-0.10000000149011612, 15.100000381469727], [0.0, 10.300000190734863], [0.4000000059604645, 0.8999999761581421], [-0.10000000149011612, 1.0], [-0.20000000298023224, 3.9000000953674316], [0.0, 3.200000047683716], [-0.10000000149011612, 3.5999999046325684], [0.0, 3.200000047683716], [0.0, 10.100000381469727]]"
09/16/2017,"[[0.0, 7.900000095367432], [-0.20000000298023224, 0.800000011920929], [-0.10000000149011612, 0.699999988079071], [-0.10000000149011612, 9.300000190734863], [0.0, 2.700000047683716], [0.10000000149011612, 5.699999809265137], [0.800000011920929, 0.800000011920929], [-0.5, 2.5], [-0.5, 1.600000023841858], [0.0, 2.799999952316284]]","[[0.0, 7.900000095367432], [-0.20000000298023224, 0.800000011920929], [-0.10000000149011612, 0.699999988079071], [-0.10000000149011612, 9.300000190734863], [0.0, 2.700000047683716], [0.10000000149011612, 5.699999809265137], [0.800000011920929, 0.800000011920929], [-0.5, 2.5], [-0.5, 1.600000023841858], [0.0, 2.799999952316284]]"
09/17/2017,"[[-0.10000000149011612, 3.799999952316284], [0.0, 2.9000000953674316], [-0.10000000149011612, 2.5], [0.0, 12.300000190734863], [-0.30000001192092896, 6.199999809265137], [0.0, 8.399999618530273], [-0.20000000298023224, 14.899999618530273], [0.0, 3.4000000953674316], [0.0, 11.0], [0.20000000298023224, 7.699999809265137]]","[[-0.10000000149011612, 3.799999952316284], [0.0, 2.9000000953674316], [-0.10000000149011612, 2.5], [0.0, 12.300000190734863], [-0.30000001192092896, 6.199999809265137], [0.0, 8.399999618530273], [-0.20000000298023224, 14.899999618530273], [0.0, 3.4000000953674316], [0.0, 11.0], [0.20000000298023224, 7.699999809265137]]"
09/18/2017,"[[0.0, 2.5], [0.0, 9.399999618530273], [-0.30000001192092896, 2.700000047683716], [-0.800000011920929, 3.299999952316284], [0.10000000149011612, 6.5], [-0.20000000298023224, 11.199999809265137], [0.10000000149011612, 2.299999952316284], [-0.20000000298023224, 2.0], [0.0, 2.200000047683716], [-0.20000000298023224, 4.599999904632568]]","[[0.0, 2.5], [0.0, 9.399999618530273], [-0.30000001192092896, 2.700000047683716], [-0.800000011920929, 3.299999952316284], [0.10000000149011612, 6.5], [-0.20000000298023224, 11.199999809265137], [0.10000000149011612, 2.299999952316284], [-0.20000000298023224, 2.0], [0.0, 2.200000047683716], [-0.20000000298023224, 4.599999904632568]]"
